,Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
16873,toyota,yaris,1.4,petrol,2007.0,140821.0,5281.0
16874,toyota,yaris,1.0,petrol,1990.0,155038.0,1280.0
16875,toyota,rav4,2.4,hybrid,2008.0,62081.0,24111.0
16876,porsche,cayenne,3.0,diesel,1992.0,196873.0,3684.0
16877,bmw,x3,2.0,diesel,2006.0,124055.0,10272.0
16878,vw,golf,0.0,petrol,2011.0,78270.0,11579.0
16879,ford,fiesta,1.2,petrol,2001.0,232325.0,1285.0
16880,toyota,yaris,1.0,hybrid,2003.0,138554.0,4177.0
16881,ford,focus,1.6,petrol,2014.0,66654.0,19465.0
16882,vw,polo,2.0,petrol,1999.0,66577.0,5669.0
16883,toyota,yaris,1.4,petrol,2018.0,28601.0,24003.0
16884,ford,focus,2.0,petrol,1993.0,149274.0,2902.0
16885,toyota,yaris,1.0,petrol,2015.0,36949.0,15822.0
16886,toyota,rav4,2.2,hybrid,2007.0,133766.0,12842.0
16887,bmw,z4,2.2,petrol,2000.0,140887.0,0.0
16888,toyota,prius,0.0,desconocido,2009.0,41799.0,0.0
16889,toyota,prius,1.8,hybrid,1990.0,153167.0,2720.0
16890,bmw,desconocido,2.0,petrol,2000.0,161159.0,4631.0
16891,toyota,rav4,1.8,hybrid,2019.0,0.0,57509.0
16892,vw,golf,1.6,petrol,1993.0,155265.0,2076.0
16893,bmw,m5,4.4,petrol,2009.0,117140.0,32099.0
16894,porsche,cayenne,3.0,petrol,1989.0,166477.0,3731.0
16895,ford,focus,1.4,diesel,1998.0,152259.0,3473.0
16896,porsche,cayenne,4.0,petrol,2017.0,19867.0,78881.0
16897,toyota,prius,1.8,desconocido,2012.0,86522.0,19655.0
16898,vw,polo,1.2,petrol,2013.0,85872.0,9791.0
16899,toyota,yaris,1.2,petrol,2018.0,32908.0,21678.0
16900,toyota,prius,1.4,desconocido,2010.0,59689.0,18181.0
16901,bmw,m5,4.4,petrol,2009.0,84349.0,40809.0
16902,toyota,yaris,1.4,hybrid,2011.0,94385.0,11795.0
16903,bmw,m5,5.0,petrol,2017.0,42834.0,97261.0
16904,vw,golf,1.2,diesel,1999.0,0.0,2475.0
16905,toyota,prius,1.0,hybrid,1999.0,165651.0,3330.0
16906,ford,fiesta,1.0,petrol,1993.0,168403.0,1207.0
16907,ford,mondeo,1.6,diesel,2003.0,164745.0,0.0
16908,bmw,x3,2.4,petrol,2017.0,30943.0,42097.0
16909,ford,mondeo,1.4,diesel,2002.0,146974.0,4691.0
16910,bmw,z4,2.0,petrol,2018.0,31250.0,39053.0
16911,toyota,rav4,1.8,hybrid,1999.0,260591.0,2253.0
16912,ford,focus,1.6,diesel,1998.0,179411.0,2955.0
16913,ford,mondeo,1.6,diesel,1998.0,188446.0,2709.0
16914,ford,focus,2.0,petrol,1986.0,168825.0,1547.0
16915,ford,fiesta,1.2,petrol,2010.0,41567.0,10434.0
16916,vw,golf,2.0,petrol,2010.0,77308.0,13033.0
16917,vw,passat,1.8,diesel,2001.0,111370.0,6950.0
16918,ford,focus,1.6,diesel,2014.0,45674.0,23360.0
16919,ford,fiesta,1.0,petrol,2012.0,102977.0,7203.0
16920,toyota,yaris,1.0,petrol,2009.0,71105.0,8548.0
16921,vw,golf,1.4,petrol,1991.0,138285.0,1951.0
16922,porsche,718 cayman,2.4,petrol,1996.0,0.0,6126.0
16923,vw,passat,2.0,diesel,2002.0,97373.0,8685.0
16924,ford,focus,1.8,petrol,2002.0,150001.0,4988.0
16925,vw,polo,1.4,petrol,2006.0,98085.0,6077.0
16926,toyota,yaris,1.4,hybrid,2013.0,79703.0,14946.0
16927,vw,polo,1.0,petrol,1991.0,128681.0,1499.0
16928,toyota,yaris,1.4,petrol,1996.0,246094.0,1015.0
16929,toyota,yaris,1.0,hybrid,2012.0,59863.0,13491.0
16930,toyota,yaris,1.0,petrol,1999.0,167423.0,2103.0
16931,vw,polo,1.0,petrol,2008.0,100161.0,0.0
16932,toyota,yaris,1.0,hybrid,1998.0,213246.0,1585.0
16933,ford,focus,1.6,diesel,2013.0,55206.0,20592.0
16934,desconocido,mondeo,1.8,diesel,2014.0,81366.0,19444.0
16935,ford,focus,1.4,desconocido,2007.0,132743.0,7053.0
16936,toyota,rav4,2.0,hybrid,1986.0,153784.0,2568.0
16937,desconocido,mondeo,1.4,desconocido,2010.0,108448.0,10805.0
16938,ford,focus,2.0,diesel,1990.0,285066.0,743.0
16939,ford,fiesta,1.0,petrol,1993.0,144568.0,1470.0
16940,ford,mondeo,1.4,diesel,2002.0,181759.0,3505.0
16941,vw,passat,1.4,diesel,2017.0,0.0,31509.0
16942,vw,golf,1.6,hybrid,1987.0,247949.0,739.0
16943,ford,fiesta,1.2,petrol,2002.0,144877.0,2928.0
16944,ford,fiesta,1.4,petrol,2006.0,99060.0,5879.0
16945,toyota,yaris,0.0,hybrid,2002.0,142391.0,4151.0
16946,vw,golf,2.0,diesel,2013.0,73534.0,17149.0
16947,porsche,cayenne,3.5,diesel,1987.0,206109.0,2628.0
16948,vw,polo,2.0,petrol,0.0,73563.0,7064.0
16949,toyota,rav4,2.4,hybrid,2003.0,102868.0,13013.0
16950,vw,polo,1.0,petrol,0.0,66146.0,7325.0
16951,porsche,718 cayman,4.0,petrol,1989.0,175686.0,3365.0
16952,ford,fiesta,1.0,petrol,1994.0,317531.0,330.0
16953,vw,passat,2.0,diesel,2014.0,65204.0,24152.0
16954,vw,passat,2.0,desconocido,1998.0,139191.0,4831.0
16955,toyota,prius,1.4,hybrid,1989.0,182273.0,1756.0
16956,toyota,yaris,1.0,petrol,2007.0,0.0,7699.0
16957,toyota,prius,1.8,hybrid,2018.0,33831.0,41196.0
16958,toyota,prius,1.8,hybrid,2002.0,215378.0,0.0
16959,porsche,desconocido,3.0,petrol,2018.0,39427.0,97241.0
16960,desconocido,passat,1.6,diesel,1996.0,186866.0,2539.0
16961,toyota,prius,1.0,hybrid,1989.0,173275.0,1603.0
16962,ford,fiesta,1.0,hybrid,1986.0,199777.0,693.0
16963,ford,focus,1.4,diesel,1995.0,211155.0,1714.0
16964,toyota,yaris,1.4,petrol,1997.0,175052.0,2041.0
16965,toyota,yaris,1.0,hybrid,2004.0,0.0,5516.0
16966,toyota,rav4,2.2,hybrid,1991.0,271421.0,1321.0
16967,ford,fiesta,1.4,diesel,1992.0,123846.0,2014.0
16968,vw,polo,1.2,petrol,2021.0,16422.0,25744.0
16969,vw,polo,1.2,petrol,2007.0,0.0,4736.0
16970,ford,fiesta,1.2,petrol,2000.0,218063.0,1367.0
16971,porsche,cayenne,3.0,petrol,2018.0,30224.0,68891.0
16972,vw,polo,2.0,diesel,2020.0,20277.0,31967.0
16973,vw,polo,2.0,petrol,1998.0,91684.0,4462.0
16974,porsche,cayenne,3.0,petrol,2002.0,122738.0,12643.0
16975,vw,golf,2.0,diesel,1990.0,302904.0,0.0
16976,toyota,prius,1.4,hybrid,1994.0,395906.0,329.0
16977,toyota,prius,1.4,hybrid,2013.0,28457.0,26853.0
16978,toyota,yaris,1.2,hybrid,0.0,268005.0,860.0
16979,ford,focus,1.0,diesel,0.0,130635.0,4266.0
16980,toyota,prius,1.0,hybrid,2017.0,33619.0,28761.0
16981,toyota,yaris,1.2,petrol,2000.0,162896.0,2558.0
16982,vw,polo,1.6,diesel,1996.0,88989.0,3739.0
16983,toyota,yaris,1.0,petrol,1995.0,0.0,1381.0
16984,vw,passat,0.0,petrol,2008.0,0.0,15711.0
16985,ford,focus,2.0,petrol,1997.0,170833.0,3167.0
16986,toyota,yaris,1.2,petrol,2012.0,0.0,12214.0
16987,ford,mondeo,1.4,diesel,1997.0,201091.0,2122.0
16988,ford,focus,1.8,desconocido,2020.0,16175.0,41729.0
16989,ford,focus,1.0,hybrid,2022.0,6549.0,44873.0
16990,porsche,cayenne,4.0,petrol,2015.0,31713.0,64572.0
16991,ford,mondeo,1.6,diesel,2004.0,94738.0,8563.0
16992,porsche,cayenne,2.6,petrol,2020.0,11475.0,81271.0
16993,toyota,prius,1.0,desconocido,1987.0,270297.0,586.0
16994,ford,fiesta,1.4,petrol,1996.0,138993.0,2223.0
16995,ford,mondeo,1.6,diesel,2000.0,203417.0,2715.0
16996,vw,polo,2.0,diesel,1993.0,157951.0,2008.0
16997,vw,golf,1.8,petrol,2021.0,8946.0,0.0
16998,toyota,yaris,1.0,petrol,2020.0,13176.0,25240.0
16999,vw,polo,1.2,petrol,2007.0,89473.0,6398.0
17000,ford,focus,1.8,petrol,2009.0,112759.0,10666.0
17001,toyota,prius,1.8,hybrid,2017.0,53519.0,34195.0
17002,ford,focus,1.6,diesel,2006.0,102089.0,9360.0
17003,vw,polo,1.2,petrol,1996.0,161147.0,1762.0
17004,vw,passat,1.4,diesel,2002.0,137641.0,5343.0
17005,toyota,rav4,2.2,petrol,2000.0,161282.0,5365.0
17006,vw,golf,1.6,petrol,2019.0,22211.0,29910.0
17007,toyota,prius,1.0,hybrid,2016.0,50178.0,0.0
17008,vw,polo,1.6,petrol,2008.0,31850.0,11461.0
17009,toyota,yaris,1.2,petrol,2000.0,93936.0,4384.0
17010,ford,mondeo,1.4,diesel,2003.0,104302.0,6988.0
17011,bmw,z4,3.0,petrol,2019.0,24959.0,52993.0
17012,bmw,z4,2.0,petrol,0.0,170975.0,3491.0
17013,ford,mondeo,1.6,diesel,2021.0,12596.0,44602.0
17014,vw,polo,1.0,petrol,2011.0,62064.0,9190.0
17015,vw,desconocido,1.6,diesel,1997.0,250126.0,1538.0
17016,toyota,prius,1.8,hybrid,1992.0,289983.0,912.0
17017,toyota,yaris,1.4,petrol,2016.0,66736.0,16605.0
17018,ford,mondeo,1.6,diesel,2013.0,58390.0,19994.0
17019,toyota,prius,1.0,hybrid,2003.0,128952.0,5860.0
17020,vw,passat,1.4,diesel,2002.0,97000.0,7286.0
17021,ford,focus,1.0,petrol,2009.0,71961.0,10643.0
17022,bmw,x3,3.0,diesel,2018.0,54439.0,45826.0
17023,toyota,yaris,1.4,petrol,2003.0,182211.0,2865.0
17024,vw,golf,2.0,petrol,1995.0,156665.0,2621.0
17025,toyota,prius,1.0,hybrid,1992.0,133716.0,2711.0
17026,toyota,rav4,2.2,hybrid,2009.0,75290.0,22600.0
17027,vw,passat,1.4,diesel,0.0,74121.0,13642.0
17028,toyota,prius,1.0,hybrid,1996.0,161351.0,2826.0
17029,toyota,rav4,2.0,hybrid,1998.0,75424.0,10340.0
17030,ford,mondeo,1.6,diesel,1987.0,0.0,400.0
17031,ford,focus,1.6,petrol,2001.0,137637.0,4861.0
17032,ford,fiesta,1.2,petrol,1989.0,156792.0,1116.0
17033,vw,passat,1.8,petrol,2006.0,0.0,10179.0
17034,ford,mondeo,1.6,desconocido,1992.0,130743.0,2932.0
17035,ford,fiesta,1.4,petrol,2015.0,46704.0,15245.0
17036,ford,focus,1.4,petrol,2005.0,83855.0,8890.0
17037,vw,desconocido,1.0,petrol,2013.0,54556.0,11019.0
17038,ford,focus,1.8,petrol,1994.0,188553.0,2113.0
17039,desconocido,z4,3.0,petrol,2010.0,54595.0,0.0
17040,vw,golf,1.6,diesel,2014.0,44425.0,19772.0
17041,ford,mondeo,1.8,diesel,1991.0,216736.0,1403.0
17042,vw,polo,1.2,petrol,2003.0,64012.0,5831.0
17043,toyota,rav4,1.8,petrol,1998.0,97825.0,6982.0
17044,toyota,yaris,1.0,petrol,0.0,247982.0,963.0
17045,vw,polo,1.0,petrol,2012.0,81996.0,8591.0
17046,toyota,prius,1.8,hybrid,1998.0,210266.0,2839.0
17047,vw,passat,2.0,diesel,2004.0,95494.0,10060.0
17048,ford,fiesta,1.4,petrol,2004.0,121447.0,4350.0
17049,toyota,prius,1.0,hybrid,2017.0,6556.0,33377.0
17050,toyota,yaris,1.2,hybrid,2020.0,18897.0,32170.0
17051,ford,focus,1.6,petrol,2002.0,109577.0,6458.0
17052,porsche,911,2.6,petrol,1989.0,314244.0,1346.0
17053,ford,fiesta,1.2,petrol,2015.0,62637.0,12759.0
17054,toyota,yaris,1.0,hybrid,2013.0,90224.0,11734.0
17055,toyota,rav4,1.8,hybrid,1988.0,283024.0,877.0
17056,toyota,rav4,0.0,hybrid,2018.0,0.0,52616.0
17057,vw,passat,1.8,diesel,1992.0,173964.0,2304.0
17058,porsche,718 cayman,2.4,petrol,1993.0,91854.0,6597.0
17059,vw,passat,1.4,diesel,1994.0,111629.0,3836.0
17060,ford,focus,0.0,petrol,2011.0,0.0,13156.0
17061,vw,golf,2.0,diesel,2014.0,97450.0,15501.0
17062,porsche,718 cayman,4.0,petrol,2015.0,64521.0,44530.0
17063,porsche,cayenne,3.0,petrol,1989.0,248313.0,1806.0
17064,vw,golf,2.0,hybrid,2005.0,78494.0,0.0
17065,toyota,rav4,1.8,hybrid,1991.0,222679.0,1872.0
17066,toyota,rav4,2.2,petrol,1997.0,138802.0,5278.0
17067,toyota,desconocido,1.0,hybrid,2016.0,37408.0,20241.0
17068,toyota,rav4,2.0,hybrid,2010.0,90144.0,20772.0
17069,desconocido,golf,1.6,diesel,2012.0,38537.0,17928.0
17070,toyota,yaris,1.4,desconocido,2013.0,61146.0,14102.0
17071,toyota,yaris,1.4,petrol,2004.0,103074.0,5785.0
17072,bmw,x3,2.0,diesel,2017.0,50362.0,35911.0
17073,vw,desconocido,1.4,petrol,2019.0,13902.0,24668.0
17074,ford,fiesta,1.0,petrol,0.0,79508.0,6102.0
17075,vw,desconocido,1.0,petrol,1999.0,196859.0,1447.0
17076,ford,focus,1.4,petrol,2001.0,120106.0,5217.0
17077,toyota,yaris,1.4,petrol,1987.0,265637.0,464.0
17078,vw,golf,1.4,petrol,1995.0,0.0,0.0
17079,ford,fiesta,1.4,diesel,2006.0,95923.0,6316.0
17080,porsche,cayenne,3.5,petrol,2013.0,46428.0,0.0
17081,toyota,prius,0.0,hybrid,1995.0,136009.0,3251.0
17082,ford,fiesta,1.2,petrol,2003.0,10000.0,7818.0
17083,vw,golf,1.6,desconocido,2009.0,132441.0,7254.0
17084,bmw,x3,3.0,diesel,2006.0,94887.0,15652.0
17085,toyota,yaris,1.2,hybrid,1991.0,112509.0,2518.0
17086,porsche,911,2.6,petrol,1999.0,144425.0,12091.0
17087,desconocido,polo,1.2,petrol,1992.0,157949.0,1386.0
17088,bmw,x3,2.4,diesel,2008.0,120317.0,13234.0
17089,bmw,m5,4.0,petrol,2000.0,161523.0,11775.0
17090,vw,passat,2.0,diesel,1998.0,248409.0,1868.0
17091,toyota,prius,1.0,hybrid,2019.0,16328.0,36218.0
17092,vw,passat,1.6,petrol,2005.0,0.0,8792.0
17093,bmw,z4,2.0,petrol,2011.0,0.0,18217.0
17094,vw,golf,0.0,petrol,2007.0,75731.0,10786.0
17095,ford,mondeo,2.0,diesel,2013.0,51111.0,23409.0
17096,ford,fiesta,1.0,petrol,0.0,94471.0,4206.0
17097,ford,fiesta,1.0,petrol,2004.0,154270.0,2829.0
17098,ford,focus,1.0,petrol,1994.0,145056.0,2270.0
17099,toyota,desconocido,1.8,hybrid,1987.0,94054.0,4135.0
17100,vw,golf,1.2,petrol,2015.0,66677.0,15134.0
17101,ford,fiesta,1.2,petrol,1993.0,142854.0,1633.0
17102,toyota,desconocido,1.4,hybrid,1999.0,207403.0,2746.0
17103,vw,passat,1.8,diesel,1996.0,214472.0,2111.0
17104,bmw,x3,3.0,petrol,1996.0,153873.0,4845.0
17105,bmw,z4,2.0,petrol,1987.0,186191.0,1573.0
17106,vw,passat,1.4,diesel,0.0,197391.0,1659.0
17107,bmw,m5,5.0,petrol,1992.0,298450.0,2241.0
17108,ford,mondeo,1.8,desconocido,1986.0,0.0,757.0
17109,ford,desconocido,1.0,petrol,1994.0,206328.0,929.0
17110,ford,mondeo,1.6,diesel,1994.0,193514.0,1985.0
17111,vw,polo,2.0,petrol,2004.0,104029.0,6086.0
17112,bmw,z4,3.0,desconocido,2016.0,50055.0,37392.0
17113,ford,focus,1.8,petrol,1996.0,189638.0,2392.0
17114,vw,polo,1.0,petrol,2002.0,100553.0,3864.0
17115,porsche,911,3.5,petrol,2011.0,38960.0,66048.0
17116,bmw,x3,2.4,petrol,2014.0,27332.0,35185.0
17117,toyota,prius,1.4,hybrid,2010.0,103110.0,13461.0
17118,vw,golf,2.0,petrol,2018.0,31725.0,29641.0
17119,vw,polo,1.6,petrol,0.0,32885.0,22190.0
17120,ford,mondeo,1.8,diesel,1996.0,129027.0,4115.0
17121,toyota,prius,1.8,desconocido,1998.0,128635.0,5647.0
17122,vw,polo,1.6,petrol,1995.0,0.0,0.0
17123,vw,golf,1.6,diesel,0.0,84716.0,10177.0
17124,toyota,prius,1.4,hybrid,1998.0,188480.0,3033.0
17125,bmw,x3,2.4,diesel,1989.0,0.0,1809.0
17126,vw,golf,1.8,petrol,2008.0,72622.0,11171.0
17127,toyota,yaris,1.4,hybrid,2005.0,129309.0,6077.0
17128,desconocido,x3,3.0,petrol,2002.0,142117.0,7955.0
17129,vw,polo,1.6,petrol,2015.0,65164.0,14873.0
17130,porsche,cayenne,2.6,diesel,2008.0,44663.0,31739.0
17131,toyota,desconocido,1.4,petrol,2004.0,40278.0,8815.0
17132,porsche,cayenne,2.6,diesel,1992.0,292547.0,1425.0
17133,ford,mondeo,1.8,hybrid,1985.0,0.0,856.0
17134,porsche,911,3.0,desconocido,1989.0,260032.0,2414.0
17135,vw,golf,2.0,desconocido,2020.0,31918.0,33831.0
17136,toyota,rav4,1.8,hybrid,2010.0,127152.0,14946.0
17137,vw,golf,2.0,diesel,2003.0,172002.0,4126.0
17138,vw,golf,1.4,petrol,1988.0,142101.0,0.0
17139,bmw,m5,4.0,petrol,1994.0,257162.0,3378.0
17140,bmw,z4,3.0,petrol,2004.0,53601.0,16432.0
17141,toyota,prius,1.4,hybrid,2009.0,114347.0,11578.0
17142,vw,passat,1.8,diesel,1992.0,153629.0,2732.0
17143,vw,desconocido,2.0,petrol,1992.0,171810.0,1593.0
17144,vw,golf,1.6,diesel,1997.0,207365.0,1819.0
17145,bmw,desconocido,5.0,petrol,2016.0,56658.0,83493.0
17146,bmw,x3,2.0,diesel,2007.0,102537.0,12921.0
17147,vw,golf,1.2,petrol,1986.0,117043.0,1528.0
17148,ford,focus,1.6,petrol,2016.0,7469.0,31555.0
17149,vw,passat,1.4,diesel,1988.0,230046.0,949.0
17150,ford,fiesta,1.0,petrol,1994.0,185552.0,1115.0
17151,porsche,718 cayman,4.0,petrol,2006.0,0.0,18722.0
17152,desconocido,mondeo,2.0,petrol,1985.0,365231.0,232.0
17153,ford,focus,2.0,petrol,0.0,24979.0,39200.0
17154,ford,fiesta,1.0,petrol,2000.0,155342.0,0.0
17155,vw,golf,2.0,hybrid,1997.0,0.0,3692.0
17156,bmw,z4,2.0,petrol,2002.0,157892.0,5438.0
17157,toyota,prius,1.8,hybrid,2004.0,90205.0,11234.0
17158,vw,polo,1.2,petrol,1992.0,86118.0,2410.0
17159,ford,mondeo,2.0,hybrid,2004.0,142244.0,7608.0
17160,vw,passat,1.6,diesel,2000.0,115796.0,5928.0
17161,vw,passat,1.8,diesel,2002.0,114732.0,7243.0
17162,vw,passat,1.6,petrol,1996.0,205771.0,2049.0
17163,ford,fiesta,1.4,petrol,2000.0,131035.0,3091.0
17164,toyota,prius,1.8,hybrid,2001.0,0.0,7803.0
17165,vw,golf,1.2,petrol,2012.0,70313.0,12094.0
17166,toyota,prius,1.4,hybrid,2011.0,96522.0,15098.0
17167,vw,polo,1.0,petrol,1998.0,195535.0,1369.0
17168,ford,focus,1.8,petrol,2005.0,103526.0,8752.0
17169,toyota,prius,1.0,hybrid,1992.0,132093.0,2746.0
17170,ford,desconocido,1.4,petrol,2007.0,99671.0,9073.0
17171,toyota,rav4,1.8,hybrid,1994.0,125053.0,5228.0
17172,vw,polo,1.6,diesel,2000.0,240150.0,1392.0
17173,vw,golf,1.2,petrol,1999.0,43607.0,0.0
17174,vw,polo,2.0,petrol,1993.0,216167.0,1155.0
17175,ford,fiesta,1.4,petrol,2017.0,33424.0,18861.0
17176,toyota,rav4,2.2,hybrid,1989.0,284294.0,1024.0
17177,vw,golf,1.6,diesel,1992.0,229378.0,1069.0
17178,ford,mondeo,1.8,diesel,2000.0,128029.0,5415.0
17179,vw,polo,2.0,petrol,2019.0,20226.0,28489.0
17180,ford,mondeo,2.0,petrol,2007.0,44706.0,15547.0
17181,ford,mondeo,1.8,diesel,2002.0,145794.0,5370.0
17182,toyota,rav4,2.2,hybrid,2010.0,105869.0,19433.0
17183,vw,passat,1.4,diesel,2000.0,112368.0,5691.0
17184,vw,polo,1.2,petrol,1995.0,182414.0,1376.0
17185,bmw,x3,2.4,diesel,1996.0,171038.0,3943.0
17186,bmw,x3,3.0,petrol,2017.0,14494.0,51577.0
17187,vw,golf,2.0,petrol,2015.0,43634.0,22613.0
17188,toyota,rav4,1.8,hybrid,2000.0,90443.0,10096.0
17189,toyota,rav4,2.4,hybrid,1989.0,340193.0,626.0
17190,ford,desconocido,1.6,petrol,1989.0,185409.0,1467.0
17191,vw,polo,2.0,petrol,1992.0,140783.0,2059.0
17192,ford,fiesta,1.4,hybrid,2022.0,11517.0,35678.0
17193,bmw,x3,2.4,diesel,1992.0,230934.0,1782.0
17194,toyota,yaris,1.4,petrol,2011.0,32654.0,14705.0
17195,porsche,cayenne,2.6,petrol,2019.0,2000.0,79845.0
17196,toyota,yaris,1.2,hybrid,1993.0,104189.0,3062.0
17197,ford,mondeo,1.8,diesel,1993.0,0.0,1825.0
17198,ford,focus,2.0,hybrid,2010.0,105398.0,15238.0
17199,ford,fiesta,1.4,petrol,2003.0,143108.0,0.0
17200,porsche,718 cayman,4.0,petrol,1996.0,69431.0,12146.0
17201,vw,polo,1.0,petrol,2003.0,118546.0,3609.0
17202,toyota,prius,1.0,hybrid,2013.0,0.0,23389.0
17203,toyota,yaris,1.0,petrol,2019.0,15431.0,23329.0
17204,ford,focus,1.8,diesel,2017.0,36086.0,32057.0
17205,toyota,rav4,2.2,petrol,2010.0,111521.0,15524.0
17206,vw,golf,1.4,petrol,1994.0,221240.0,1172.0
17207,desconocido,yaris,0.0,desconocido,2018.0,26956.0,22432.0
17208,toyota,prius,1.4,hybrid,2011.0,58381.0,19599.0
17209,toyota,desconocido,1.8,hybrid,2013.0,84495.0,25048.0
17210,porsche,cayenne,3.0,petrol,1988.0,235433.0,1902.0
17211,ford,focus,1.6,petrol,2014.0,57872.0,20610.0
17212,toyota,rav4,1.8,hybrid,2001.0,56996.0,13530.0
17213,vw,passat,2.0,petrol,2022.0,5146.0,55762.0
17214,toyota,prius,1.4,hybrid,1995.0,128025.0,4097.0
17215,ford,mondeo,1.4,hybrid,2001.0,97678.0,7337.0
17216,ford,fiesta,1.4,petrol,2014.0,63457.0,12824.0
17217,toyota,prius,1.0,hybrid,2004.0,71775.0,9512.0
17218,vw,polo,2.0,petrol,1993.0,189515.0,1462.0
17219,bmw,z4,2.4,petrol,2009.0,135011.0,11439.0
17220,toyota,prius,1.8,hybrid,2011.0,56966.0,22426.0
17221,bmw,z4,2.2,petrol,2019.0,24639.0,45462.0
17222,vw,polo,1.2,petrol,2021.0,9242.0,26747.0
17223,ford,mondeo,1.8,diesel,1994.0,68345.0,5599.0
17224,toyota,rav4,1.8,hybrid,2004.0,131902.0,9651.0
17225,ford,mondeo,1.6,diesel,1998.0,128964.0,4435.0
17226,vw,golf,1.6,petrol,1990.0,109812.0,2433.0
17227,vw,polo,1.2,diesel,1993.0,98227.0,2480.0
17228,vw,passat,1.8,diesel,2006.0,86269.0,11646.0
17229,toyota,rav4,2.0,hybrid,1991.0,109903.0,5066.0
17230,vw,passat,1.8,diesel,2008.0,128157.0,9742.0
17231,ford,mondeo,1.6,diesel,2008.0,73661.0,0.0
17232,toyota,yaris,1.0,hybrid,2007.0,91234.0,7809.0
17233,ford,fiesta,1.0,petrol,2019.0,13316.0,20377.0
17234,toyota,rav4,0.0,petrol,2002.0,104933.0,9991.0
17235,ford,focus,1.8,petrol,2015.0,34869.0,26911.0
17236,porsche,cayenne,3.0,petrol,1991.0,172292.0,4059.0
17237,ford,focus,0.0,petrol,1993.0,186461.0,1775.0
17238,ford,focus,1.4,diesel,2017.0,43626.0,0.0
17239,vw,golf,1.8,petrol,1999.0,143507.0,3616.0
17240,bmw,m5,5.0,petrol,2002.0,0.0,0.0
17241,ford,focus,1.6,petrol,2015.0,37068.0,25046.0
17242,ford,mondeo,1.6,diesel,2002.0,152334.0,0.0
17243,vw,passat,1.6,desconocido,1988.0,93905.0,3132.0
17244,toyota,yaris,1.0,petrol,1998.0,112896.0,3046.0
17245,vw,passat,2.0,diesel,2013.0,73917.0,21318.0
17246,bmw,m5,4.0,petrol,1991.0,264801.0,2575.0
17247,bmw,x3,2.0,petrol,2016.0,37938.0,34508.0
17248,porsche,911,3.5,petrol,2009.0,105993.0,36834.0
17249,vw,polo,1.0,petrol,2018.0,35496.0,17277.0
17250,ford,focus,1.6,petrol,2008.0,64482.0,13236.0
17251,ford,mondeo,1.6,diesel,0.0,116981.0,7260.0
17252,ford,fiesta,1.2,hybrid,0.0,165562.0,2592.0
17253,bmw,m5,4.4,petrol,1997.0,96747.0,16787.0
17254,vw,passat,2.0,diesel,2011.0,106529.0,14796.0
17255,ford,mondeo,1.4,desconocido,1992.0,84176.0,3879.0
17256,desconocido,911,2.2,petrol,2019.0,22101.0,98359.0
17257,toyota,prius,1.4,hybrid,1991.0,211942.0,1547.0
17258,toyota,rav4,1.8,hybrid,2003.0,171876.0,0.0
17259,vw,golf,1.2,diesel,2009.0,87364.0,9247.0
17260,porsche,911,3.0,petrol,2015.0,18078.0,89942.0
17261,vw,golf,1.6,diesel,2016.0,0.0,23383.0
17262,ford,fiesta,1.4,petrol,2000.0,158805.0,2469.0
17263,ford,focus,1.8,petrol,2007.0,90180.0,11016.0
17264,ford,mondeo,1.4,diesel,2015.0,0.0,23548.0
17265,ford,focus,1.8,diesel,2003.0,167341.0,4848.0
17266,vw,desconocido,1.4,petrol,1998.0,138082.0,3116.0
17267,vw,golf,1.4,petrol,1993.0,165114.0,1789.0
17268,vw,passat,1.4,diesel,2013.0,35560.0,22739.0
17269,bmw,m5,4.4,petrol,2011.0,73921.0,50099.0
17270,vw,golf,1.4,petrol,2011.0,42588.0,14583.0
17271,ford,mondeo,2.0,diesel,1994.0,179421.0,2507.0
17272,ford,fiesta,1.4,petrol,2011.0,55869.0,11026.0
17273,bmw,m5,5.0,petrol,2016.0,50703.0,86691.0
17274,bmw,x3,3.0,diesel,2019.0,18065.0,60698.0
17275,bmw,z4,2.2,petrol,1993.0,0.0,776.0
17276,ford,fiesta,1.0,petrol,1987.0,191703.0,662.0
17277,toyota,rav4,2.2,hybrid,1997.0,93413.0,8946.0
17278,toyota,prius,1.4,hybrid,0.0,43956.0,29934.0
17279,porsche,718 cayman,4.0,petrol,2007.0,95712.0,21066.0
17280,ford,fiesta,1.2,petrol,1990.0,194040.0,869.0
17281,bmw,m5,4.0,petrol,1990.0,273739.0,2216.0
17282,toyota,yaris,1.4,petrol,1999.0,105058.0,4085.0
17283,toyota,yaris,1.0,hybrid,2001.0,122025.0,4163.0
17284,ford,fiesta,1.0,petrol,0.0,106204.0,5758.0
17285,bmw,m5,4.4,petrol,0.0,281487.0,3015.0
17286,bmw,m5,4.4,petrol,1999.0,146019.0,0.0
17287,toyota,yaris,1.4,hybrid,2015.0,37912.0,22338.0
17288,bmw,x3,2.4,diesel,1992.0,111556.0,4868.0
17289,toyota,yaris,1.2,petrol,2010.0,80925.0,9361.0
17290,vw,passat,1.6,petrol,1989.0,266658.0,737.0
17291,ford,fiesta,1.0,petrol,1996.0,117770.0,2218.0
17292,porsche,911,3.0,petrol,2008.0,103175.0,32575.0
